Year,State,Primary Mode,Etiology,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
2011,Pennsylvania,Food,,81,0,81,0,81
2011,Rhode Island,Food,Norovirus,8,0,8,0,8
2011,Texas,Food,,4,0,4,0,4
2011,California,Food,Salmonella enterica,7,0,7,0,7
2011,California,Food,Norovirus unknown,8,1,8,0,8
2011,Georgia,Food,Norovirus Genogroup II,19,0,19,0,19
2011,Georgia,Food,Salmonella enterica,14,2,14,0,14
2011,Florida,Food,Norovirus Genogroup II,6,0,6,0,6
2011,Florida,Food,Norovirus Genogroup II,3,0,3,0,3
2011,Texas,Food,,3,0,3,0,3
2011,Michigan,Food,,6,1,6,0,6
2011,Michigan,Food,,13,0,10,0,10
2011,New York,Food,Norovirus,20,0,20,0,20
2011,New York,Food,"Escherichia coli, Enterotoxigenic",19,0,19,0,19
2011,Minnesota,Food,Norovirus,61,0,61,0,61
2011,Minnesota,Food,Norovirus Genogroup II,29,0,29,0,29
2011,Minnesota,Food,Norovirus Genogroup II,9,0,9,0,9
2011,Minnesota,Food,Norovirus,5,0,5,0,5
2011,Minnesota,Food,Norovirus Genogroup II,32,1,32,0,32
2011,Connecticut,Food,,13,0,13,0,13
2011,Tennessee,Food,Norovirus Genogroup I,6,0,6,0,6
2011,Pennsylvania,Food,Salmonella enterica,10,1,10,0,10
2011,Puerto Rico,Food,,14,0,7,0,14
2011,Hawaii,Food,,3,0,3,0,3
2011,Pennsylvania,Food,Staphylococcus aureus,4,0,4,0,4
2011,Illinois,Food,,6,0,6,0,6
2011,Ohio,Food,,3,0,3,0,3
2011,Texas,Food,,4,0,4,0,4
2011,Texas,Food,,3,0,2,0,2
2011,Florida,Food,Norovirus Genogroup II,24,0,24,0,24
2011,New York,Food,"Escherichia coli, Enterotoxigenic",53,0,16,0,16
2011,Illinois,Food,Norovirus Genogroup II,13,0,13,0,13
2011,Illinois,Food,,4,0,4,0,4
2011,Alabama,Food,Norovirus Genogroup I,21,2,21,0,21
2011,Texas,Food,,3,0,0,0,0
2011,Massachusetts,Food,Norovirus Genogroup I,197,,,0,197
2011,Ohio,Food,,28,0,28,0,28
2011,Georgia,Food,Salmonella enterica,4,1,4,0,4
2011,Texas,Food,,19,2,19,0,19
2011,Minnesota,Food,Staphylococcus aureus,13,0,13,0,13
2011,Iowa,Food,,11,0,11,0,11
2011,Pennsylvania,Food,Norovirus,50,0,50,0,50
2011,Kansas,Food,,3,0,3,0,3
2011,Kansas,Food,Clostridium perfringens,115,0,115,0,115
2011,Michigan,Food,Campylobacter unknown,2,0,2,0,2
2011,Michigan,Food,,8,0,8,0,8
2011,Illinois,Food,,13,0,13,0,13
2011,California,Food,,12,0,12,0,12
2011,Minnesota,Food,Norovirus,7,0,7,0,7
2011,Illinois,Food,,2,0,2,0,2
2011,Texas,Food,,6,0,6,0,6
2011,New York,Food,"Escherichia coli, Enterotoxigenic",90,1,81,0,81
2011,Arizona,Food,Norovirus Genogroup II,17,0,1,0,1
2011,California,Food,,4,0,4,0,4
2011,California,Food,Salmonella enterica,37,7,34,0,37
2011,Georgia,Food,Salmonella enterica,25,1,25,0,25
2011,Arizona,Food,,2,1,2,0,2
2011,Oklahoma,Food,Norovirus Genogroup II,39,0,39,0,39
2011,Arizona,Food,Norovirus Genogroup I,5,0,4,0,4
2011,Pennsylvania,Food,,12,0,12,0,12
2011,Wisconsin,Food,Clostridium perfringens,12,0,12,0,12
2011,Maryland,Food,,2,0,2,0,2
2011,New York,Food,,15,0,15,0,15
2011,Louisiana,Food,Clostridium perfringens,30,0,30,0,30
2011,Ohio,Food,,3,1,3,0,3
2011,Colorado,Food,Clostridium perfringens,27,0,27,0,27
2011,Colorado,Food,,71,0,71,0,71
2011,Colorado,Food,,4,0,4,0,4
2011,Hawaii,Food,,2,0,2,0,2
2011,Colorado,Food,,2,1,1,0,1
2011,Colorado,Food,Norovirus unknown; Clostridium other,33,0,33,0,33
2011,Colorado,Food,,36,1,31,0,36
2011,Texas,Food,,7,0,7,0,7
2011,California,Food,Norovirus unknown,15,0,15,0,15
2011,Idaho,Food,"Escherichia coli, Shiga toxin-producing",2,2,2,0,0
2011,Missouri,Food,Salmonella enterica; Salmonella enterica,13,0,13,0,13
2011,Wisconsin,Food,Campylobacter jejuni,16,1,16,0,16
2011,Georgia,Food,Norovirus Genogroup II,80,2,53,0,80
2011,Massachusetts,Food,Salmonella enterica,7,2,7,0,7
2011,Georgia,Food,Salmonella enterica,17,3,17,0,17
2011,Puerto Rico,Food,Ciguatoxin,9,0,9,0,9
2011,Puerto Rico,Food,Ciguatoxin,7,0,7,0,7
2011,Puerto Rico,Food,Ciguatoxin,4,0,4,0,4
2011,Puerto Rico,Food,Ciguatoxin,3,0,3,0,3
2011,Virginia,Food,Norovirus,14,0,14,0,14
2011,Rhode Island,Food,Norovirus Genogroup II,12,0,12,0,12
2011,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",13,3,13,0,13
2011,Texas,Food,,5,0,5,0,5
2011,Tennessee,Food,Hepatitis A,7,2,7,0,7
2011,Tennessee,Food,Norovirus Genogroup I,5,0,5,0,5
2011,Connecticut,Food,Norovirus Genogroup II,23,0,23,0,23
2011,Connecticut,Food,Norovirus Genogroup II,21,0,21,0,21
2011,New York,Food,Campylobacter jejuni,4,0,2,0,2
2011,Texas,Food,Salmonella enterica,21,2,21,0,21
2011,Ohio,Food,Salmonella enterica,12,2,12,0,12
2011,Pennsylvania,Food,Campylobacter unknown,5,0,5,0,5
2011,Texas,Food,,2,0,2,0,2
2011,Texas,Food,,4,0,4,0,4
2011,Texas,Food,,2,0,2,0,2
2011,Arkansas,Food,,15,0,15,0,15
2011,Ohio,Food,,5,,,0,5
2011,Florida,Food,Salmonella enterica,3,0,3,0,3
2011,Maryland,Food,Norovirus Genogroup II,16,0,16,0,16
2011,Maryland,Food,,9,0,9,0,9
2011,Georgia,Food,Salmonella enterica,14,2,14,0,14
2011,Connecticut,Food,Salmonella enterica,19,1,19,0,19
2011,New York,Food,,5,0,5,0,5
2011,Connecticut,Food,Clostridium perfringens,4,0,4,0,4
2011,Arizona,Food,Norovirus Genogroup I,2,0,2,0,2
2011,California,Food,,2,0,2,0,2
2011,California,Food,,2,0,2,0,2
2011,California,Food,Clostridium perfringens,19,0,19,0,19
2011,California,Food,Norovirus unknown,7,1,7,0,7
2011,Michigan,Food,Other - Bacterium,5,1,5,0,5
2011,California,Food,,2,0,2,0,2
2011,Oregon,Food,Norovirus Genogroup I,11,0,11,0,11
2011,Oregon,Food,Norovirus Genogroup II,16,0,16,0,16
2011,Oregon,Food,Salmonella enterica,6,0,,,
2011,Puerto Rico,Food,,25,0,25,0,25
2011,Iowa,Food,,10,0,10,0,10
2011,New Hampshire,Food,Norovirus Genogroup II,25,0,25,0,25
2011,Alaska,Food,Other - Chemical/Toxin,21,4,21,0,21
2011,Maryland,Food,Salmonella enterica,30,3,30,0,30
2011,Alaska,Food,Campylobacter jejuni,18,0,7,0,7
2011,Ohio,Food,Salmonella enterica,5,2,3,0,5
2011,Florida,Food,Norovirus Genogroup II,9,0,9,0,9
2011,Texas,Food,,2,0,2,0,2
2011,Texas,Food,,2,0,2,0,2
2011,New York,Food,Ciguatoxin,2,1,2,0,2
2011,Pennsylvania,Food,Salmonella enterica,312,1,312,0,312
2011,New York,Food,Salmonella enterica,6,2,6,1,6
2011,California,Food,Norovirus unknown,10,1,10,0,10
2011,Washington,Food,Vibrio parahaemolyticus,9,0,9,0,9
2011,Illinois,Food,Shigella sonnei,10,1,10,0,10
2011,Illinois,Food,Norovirus Genogroup II,19,1,19,0,19
2011,Ohio,Food,Campylobacter jejuni,17,0,17,0,17
2011,Ohio,Food,Salmonella enterica,4,0,3,0,3
2011,Washington,Food,Salmonella enterica,2,0,2,0,2
2011,California,Food,,2,0,2,0,2
2011,California,Food,,2,0,2,0,2
2011,Arizona,Food,Norovirus Genogroup II,8,0,6,0,6
2011,Minnesota,Food,Salmonella enterica,14,4,14,0,14
2011,Minnesota,Food,Salmonella enterica,8,2,8,0,8
2011,New York,Food,Ciguatoxin,3,0,2,0,2
2011,Arizona,Food,Norovirus Genogroup II,21,1,2,0,2
2011,Illinois,Food,Norovirus Genogroup II,4,1,4,0,4
2011,Minnesota,Food,Campylobacter coli,3,2,3,0,3
2011,Illinois,Food,Norovirus Genogroup II,32,0,32,0,32
2011,Wisconsin,Food,Norovirus Genogroup II,50,0,48,0,48
2011,Pennsylvania,Food,Yersinia enterocolitica,16,7,16,1,16
2011,Texas,Food,,9,1,9,0,9
2011,Minnesota,Food,Salmonella enterica,11,6,11,0,11
2011,Florida,Food,Ciguatoxin,3,0,3,0,3
2011,Missouri,Food,Norovirus Genogroup I,22,0,22,0,22
2011,North Dakota,Food,Norovirus Genogroup II,48,4,48,0,48
2011,New York,Food,Salmonella enterica,21,2,21,0,21
2011,Maryland,Food,Salmonella enterica,57,7,57,0,57
2011,Maryland,Food,,7,0,7,0,7
2011,Maryland,Food,Staphylococcus aureus,18,5,18,0,18
2011,New Mexico,Food,Campylobacter jejuni,54,3,45,0,38
2011,Illinois,Food,Norovirus Genogroup II,8,0,8,0,8
2011,Arizona,Food,,3,0,0,0,0
2011,Arizona,Food,,2,0,2,0,2
2011,Arizona,Food,,37,0,22,0,22
2011,Arizona,Food,,40,0,0,0,0
2011,New Hampshire,Food,Norovirus Genogroup II,58,0,0,0,58
2011,Kentucky,Food,,9,,,,
2011,Arizona,Food,,3,0,3,0,3
2011,Arizona,Food,Norovirus Genogroup II,8,0,6,0,6
2011,Arizona,Food,,18,0,13,0,13
2011,Minnesota,Food,Clostridium perfringens,5,0,5,0,5
2011,New York,Food,"Escherichia coli, Shiga toxin-producing",2,1,2,0,2
2011,Minnesota,Food,"Escherichia coli, Enterotoxigenic",209,0,209,0,209
2011,Texas,Food,,13,0,13,0,13
2011,Minnesota,Food,Campylobacter jejuni,2,0,2,0,2
2011,Michigan,Food,,12,0,12,0,12
2011,Florida,Food,Ciguatoxin,4,0,4,0,4
2011,Connecticut,Food,Salmonella enterica,42,2,42,0,42
2011,Connecticut,Food,Salmonella enterica,7,0,7,0,7
2011,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",6,1,6,0,6
2011,Colorado,Food,,4,0,4,0,4
2011,Colorado,Food,,2,0,2,0,2
2011,New York,Food,Salmonella enterica,10,3,9,0,9
2011,Texas,Food,Staphylococcus aureus; Norovirus unknown,31,0,31,0,31
2011,Oregon,Food,Staphylococcus aureus,7,3,7,0,7
2011,Oregon,Food,Norovirus Genogroup II,6,0,6,0,6
2011,Oregon,Food,"Escherichia coli, Shiga toxin-producing",15,7,15,2,15
2011,Oklahoma,Food,,21,1,21,0,21
2011,New York,Food,,26,0,26,0,26
2011,California,Food,Salmonella enterica,14,4,14,0,14
2011,New York,Food,Other - Bacterium,4,0,4,0,4
2011,Texas,Food,,3,0,3,0,3
2011,South Carolina,Food,Campylobacter jejuni,10,2,10,0,10
2011,South Carolina,Food,,11,0,11,0,11
2011,Illinois,Food,,12,0,12,0,12
2011,Massachusetts,Food,Salmonella enterica,5,1,4,0,5
2011,Utah,Food,Campylobacter jejuni,6,0,4,0,4
2011,South Carolina,Food,Ciguatoxin,3,0,3,0,3
2011,Ohio,Food,,2,0,0,0,2
2011,Minnesota,Food,Salmonella enterica,15,2,15,0,15
2011,Wisconsin,Food,Norovirus Genogroup I,50,0,50,0,50
2011,Ohio,Food,Campylobacter unknown,2,0,2,0,2
2011,Florida,Food,,3,0,3,0,3
2011,Colorado,Food,Norovirus unknown,17,0,17,0,17
2011,Colorado,Food,,3,0,3,0,3
2011,Michigan,Food,"Escherichia coli, Shiga toxin-producing",12,8,12,0,12
2011,Oregon,Food,Other - Chemical/Toxin,2,2,2,0,0
2011,Oregon,Food,,3,0,0,0,3
2011,Florida,Food,Cyclospora cayetanensis,12,0,12,0,12
2011,Alabama,Food,Salmonella enterica,8,3,8,0,8
2011,Massachusetts,Food,Salmonella enterica,5,1,4,0,5
2011,Florida,Food,Ciguatoxin,3,0,3,0,3
2011,Pennsylvania,Food,Salmonella enterica,25,3,25,0,25
2011,Minnesota,Food,Vibrio parahaemolyticus,4,2,4,0,4
2011,Minnesota,Food,Other - Bacterium,12,0,12,0,12
2011,Pennsylvania,Food,,31,2,31,0,31
2011,Ohio,Food,,2,0,2,0,2
2011,Idaho,Food,Norovirus Genogroup II,42,2,42,0,42
2011,Illinois,Food,Norovirus Genogroup II,15,0,15,0,15
2011,Tennessee,Food,Staphylococcus aureus,27,0,27,0,27
2011,Tennessee,Food,Bacillus cereus,7,0,7,0,7
2011,Ohio,Food,,5,0,5,0,5
2011,Georgia,Food,Cyclospora cayetanensis,99,3,99,0,99
2011,Illinois,Food,Salmonella enterica,12,3,12,0,12
2011,Minnesota,Food,Norovirus Genogroup II,29,0,29,0,29
2011,Florida,Food,,6,0,6,0,6
2011,New York,Food,Bacillus cereus,3,0,3,0,3
2011,Illinois,Food,Salmonella enterica,8,0,2,0,2
2011,Illinois,Food,Norovirus Genogroup II,35,1,35,0,35
2011,Tennessee,Food,Salmonella enterica,2,1,2,0,2
2011,Virginia,Food,Norovirus,15,0,,0,
2011,Kansas,Food,,16,1,16,0,16
2011,Virginia,Food,,15,,,,
2011,Ohio,Food,Salmonella enterica; Campylobacter unknown,37,4,37,0,37
2011,Virginia,Food,Norovirus unknown,152,0,152,0,152
2011,Pennsylvania,Food,Staphylococcus aureus,7,0,7,0,7
2011,Florida,Food,Norovirus,7,0,7,0,7
2011,Pennsylvania,Food,,4,0,4,0,4
2011,New York,Food,Scombroid toxin,2,0,2,0,2
2011,Alaska,Food,Clostridium botulinum,3,2,3,0,3
2011,Illinois,Food,Norovirus Genogroup II,50,0,50,0,50
2011,Illinois,Food,,3,0,0,0,0
2011,Ohio,Food,Norovirus Genogroup II,100,0,28,0,28
2011,Ohio,Food,,7,0,0,0,0
2011,Illinois,Food,Norovirus Genogroup II,27,0,27,0,27
2011,Georgia,Food,Norovirus Genogroup II,7,0,7,0,7
2011,Florida,Food,,2,0,2,0,2
2011,California,Food,Salmonella enterica,12,5,12,0,12
2011,Arizona,Food,,4,0,4,0,4
2011,Arizona,Food,Norovirus Genogroup II,4,0,2,0,2
2011,Minnesota,Food,Norovirus Genogroup I,35,0,35,0,35
2011,Minnesota,Food,,3,0,3,0,3
2011,Virginia,Food,Salmonella enterica,9,1,9,0,9
2011,Virginia,Food,Salmonella enterica,35,2,3,0,3
2011,Ohio,Food,Other - Chemical/Toxin,4,0,4,0,4
2011,Ohio,Food,,49,0,49,0,49
2011,Ohio,Food,,2,0,2,0,2
2011,North Carolina,Food,Campylobacter coli,3,,,0,3
2011,Minnesota,Food,Norovirus Genogroup II,9,0,9,0,9
2011,Michigan,Food,,17,0,17,0,17
2011,New York,Food,Norovirus Genogroup II,29,1,29,0,29
2011,New York,Food,,6,0,6,0,6
2011,New York,Food,Salmonella enterica,15,5,15,0,15
2011,Ohio,Food,"Escherichia coli, Shiga toxin-producing",4,1,4,0,4
2011,New York,Food,Salmonella enterica,5,2,5,0,5
2011,New York,Food,,4,0,4,0,4
2011,Pennsylvania,Food,Norovirus,9,1,9,0,9
2011,California,Food,,4,0,2,0,2
2011,California,Food,Salmonella enterica,64,2,64,0,64
2011,Louisiana,Food,Salmonella enterica,8,1,8,0,8
2011,Louisiana,Food,Norovirus Genogroup II,15,0,15,0,15
2011,Florida,Food,Salmonella enterica,5,3,5,0,5
2011,Florida,Food,Scombroid toxin,2,0,2,0,2
2011,Arizona,Food,,3,0,2,0,2
2011,New York,Food,Campylobacter jejuni,3,0,3,0,3
2011,Maine,Food,"Escherichia coli, Shiga toxin-producing",2,2,2,0,2
2011,Georgia,Food,Staphylococcus aureus,24,6,24,0,24
2011,Massachusetts,Food,Listeria monocytogenes,2,2,2,0,2
2011,Arizona,Food,,2,0,2,0,2
2011,Kansas,Food,,5,0,5,0,5
2011,Kansas,Food,,5,0,5,0,5
2011,Kansas,Food,"Escherichia coli, Shiga toxin-producing",2,2,2,0,2
2011,Kansas,Food,"Escherichia coli, Shiga toxin-producing",4,3,4,0,4
2011,Kansas,Food,Salmonella enterica,7,1,7,0,7
2011,Kansas,Food,Salmonella enterica,8,5,8,0,8
2011,Illinois,Food,,48,0,48,0,48
2011,Virginia,Food,Salmonella enterica,6,1,,0,
2011,Kansas,Food,,2,0,2,0,2
2011,Florida,Food,Ciguatoxin,6,,,,
2011,Illinois,Food,,8,1,8,0,8
2011,Florida,Food,,10,,,,
2011,Florida,Food,,4,,,,
2011,Louisiana,Food,Other,3,3,3,1,3
2011,Pennsylvania,Food,,12,0,12,0,12
2011,Wisconsin,Food,,23,0,23,0,23
2011,Minnesota,Food,Salmonella enterica,8,3,8,0,8
2011,Idaho,Food,"Escherichia coli, Shiga toxin-producing",5,1,5,0,5
2011,New York,Food,,5,0,5,0,5
2011,Illinois,Food,Norovirus Genogroup II,4,0,4,0,4
2011,New Mexico,Food,,48,0,48,0,48
2011,Ohio,Food,Cryptosporidium parvum,16,1,16,0,16
2011,Georgia,Food,Salmonella enterica,13,4,13,1,13
2011,South Carolina,Food,Salmonella enterica; Staphylococcus aureus; Bacillus cereus,68,1,68,0,68
2011,Ohio,Food,,20,0,0,0,0
2011,Ohio,Food,,3,0,3,0,3
2011,Idaho,Food,Salmonella enterica,5,1,5,0,5
2011,California,Food,,38,0,38,0,38
2011,Connecticut,Food,,5,0,5,0,5
2011,Tennessee,Food,,16,1,1,0,0
2011,Tennessee,Food,Norovirus Genogroup II,6,,,,
2011,Massachusetts,Food,Salmonella enterica,8,2,7,0,8
2011,Texas,Food,,2,0,1,0,2
2011,Ohio,Food,Histamine,2,0,2,0,2
2011,Michigan,Food,Salmonella enterica,6,3,6,0,6
2011,Arkansas,Food,,7,2,7,0,0
2011,Michigan,Food,Shigella sonnei,7,1,7,0,7
2011,Nebraska,Food,,9,0,,0,
2011,Maryland,Food,,3,0,3,0,3
2011,Wisconsin,Food,"Cryptosporidium unknown; Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",12,0,12,0,12
2011,Tennessee,Food,,3,,,,
2011,Idaho,Food,Norovirus Genogroup II,11,0,11,0,11
2011,Kansas,Food,Norovirus Genogroup II,32,0,32,0,32
2011,Iowa,Food,Salmonella enterica,7,0,7,0,7
2011,California,Food,Vibrio parahaemolyticus,4,1,4,0,4
2011,Texas,Food,,2,0,2,0,2
2011,Ohio,Food,Cryptosporidium unknown,4,0,4,0,4
2011,New York,Food,Campylobacter jejuni,13,0,13,0,13
2011,Texas,Food,,2,0,2,0,2
2011,Ohio,Food,,8,0,8,0,8
2011,Iowa,Food,Clostridium other,12,0,12,0,12
2011,Wisconsin,Food,Norovirus Genogroup I,12,0,12,0,12
2011,California,Food,Campylobacter jejuni,11,2,10,0,11
2011,Minnesota,Food,"Escherichia coli, Shiga toxin-producing; Cryptosporidium parvum",14,0,14,0,14
2011,Hawaii,Food,Scombroid toxin,2,0,2,0,2
2011,Oklahoma,Food,Norovirus Genogroup II,60,0,,0,
2011,Washington,Food,Norovirus,6,0,6,0,6
2011,Washington,Food,Norovirus,3,0,3,0,3
2011,Washington,Food,Norovirus,5,0,5,0,5
2011,Washington,Food,Norovirus,3,0,3,0,3
2011,Washington,Food,Other - Chemical/Toxin,2,0,2,0,2
2011,Washington,Food,Other - Chemical/Toxin,4,0,4,0,4
2011,Washington,Food,Vibrio parahaemolyticus,3,0,3,0,3
2011,Michigan,Food,Salmonella enterica,35,6,35,0,35
2011,Ohio,Food,Clostridium perfringens,101,0,101,0,101
2011,California,Food,Norovirus unknown,15,0,15,0,15
2011,Illinois,Food,,10,0,10,0,10
2011,Texas,Food,,30,0,26,0,26
2011,Ohio,Food,,3,0,3,0,3
2011,Maryland,Food,,3,0,3,0,3
2011,Kentucky,Food,,13,,,0,
2011,Kentucky,Food,,23,,,0,
2011,Oregon,Food,Scombroid toxin,3,0,3,0,3
