id,lon,lat
181,-83.1497751,42.6064095
182,104.066801,30.572815
183,104.066801,30.572815
184,113.264385,23.12911
185,113.264385,23.12911
186,116.4073963,39.9041999
187,117.120095,36.6512
188,10.4033399,55.3790617
189,174.7633315,-36.8484597
190,121.4737021,31.2303904
191,-1.470085,53.381129
192,114.057865,22.543096
193,116.298326,39.959953
194,114.057865,22.543096
195,104.195397,35.86166
196,121.4737021,31.2303904
197,121.4737021,31.2303904
198,114.057865,22.543096
199,114.057865,22.543096
200,-122.0540996,37.4112691
201,18.0685808,59.3293235
202,-73.1233889,40.9123761
203,9.1829321,48.7758459
204,121.4737021,31.2303904
205,114.057865,22.543096
206,79.9465841,12.9666662
207,-79.8761741,34.2998762
208,113.264385,23.12911
209,113.264385,23.12911
210,20.1414253,46.2530102
211,114.057865,22.543096
212,26.7290062,58.3776252
213,121.5654177,25.0329694
214,120.9674798,24.8138287
215,-106.0691004,28.6329957
216,-99.2653128,19.5679989
217,34.989571,32.7940463
218,-103.416501,20.6719563
219,35.570246,33.207933
220,117.3616476,39.3433574
221,117.3616476,39.3433574
222,106.456877,29.541144
223,127.1479532,35.8242238
224,139.6380256,35.4437078
225,121.4737021,31.2303904
226,-79.3831843,43.653226
227,-117.2712717,32.8328112
228,116.298326,39.959953
229,116.4073963,39.9041999
230,8.6511929,49.8728253
231,13.7372621,51.0504088
232,5.4697225,51.441642
233,4.3570677,52.0115769
234,9.0576448,48.5216364
235,117.3616476,39.3433574
236,-80.2481666,43.5448048
237,-113.4909267,53.544389
238,-117.2712717,32.8328112
239,116.4073963,39.9041999
240,-8.4863157,51.8968917
241,-87.6297982,41.8781136
242,-70.6692655,-33.4488897
243,-70.6692655,-33.4488897
244,-0.1277583,51.5073509
245,4.6118324,50.668081
246,-72.2495231,41.8084314
247,12.513321,55.677069
248,-122.0307963,36.9741171
249,104.066801,30.572815
250,-82.3248262,29.6516344
251,23.7275388,37.9838096
252,10.7522454,59.9138688
253,-91.5301683,41.6611277
254,-88.2072697,40.1105875
255,-117.773235,34.100854
256,-76.93776,38.9896967
257,-77.2856305,37.2220383
258,-82.5514869,35.5950581
259,-96.6851982,40.8257625
260,11.2183781,43.8374367
261,-1.1581086,52.9547832
262,-75.6971931,45.4215296
263,2.3522219,48.856614
264,17.6389267,59.8585638
265,-113.4909267,53.544389
266,-84.1916069,39.7589478
267,-73.9625033,41.3918372
268,-120.7401385,47.7510741
269,-46.6333094,-23.5505199
270,116.4073963,39.9041999
271,117.227219,31.820591
272,117.227219,31.820591
273,-83.9207392,35.9606384
274,5.1214201,52.0907374
275,-0.3762881,39.4699075
276,25.2796514,54.6871555
277,-78.4766781,38.0293059
278,5.6653948,51.9691868
279,-71.5642076,41.6885978
280,-122.3320708,47.6062095
281,-90.1994042,38.6270025
282,-92.3425775,42.492786
283,-0.1277583,51.5073509
284,114.305539,30.592849
285,-76.7074571,37.2707022
286,-87.9064736,43.0389025
287,120.15507,30.274084
288,120.15507,30.274084
289,120.15507,30.274084
290,-71.8022934,42.2625932
291,120.585289,31.298974
292,118.089425,24.479833
293,-76.727745,39.9625984
294,120.15507,30.274084
295,120.15507,30.274084
